,TimeT,Date,Time,Battery Current,Battery Power In,Battery Power Out,Battery Voltage,Humidity (Sensor),Irradiance,Panel Current,Temperature,USB Hub Current,Powerbanks Distributed,Income,lightbulbs,energy Cost Production,Revenue
32,2018-12-27 23:00:00+00:00,2018-12-27,23:00:00,0.001,0.008,67.728,11.67,90.331,90,0.054,13.161,5.806,13,0.78,156,0.15600000000000003,0.6240000000000001
33,2018-12-28 00:00:00+00:00,2018-12-28,00:00:00,0.054,0.627,66.905,11.578,94.795,93.333,0.033,12.272,5.782,15,0.8999999999999999,180,0.18,0.72
34,2018-12-28 01:00:00+00:00,2018-12-28,01:00:00,1.225,14.165,66.96,11.555,92.836,224.333,0.173,13.172,5.798,16,0.96,192,0.192,0.768
35,2018-12-28 02:00:00+00:00,2018-12-28,02:00:00,5.73,68.965,71.562,11.965,76.127,546.5,1.366,16.022,5.978,14,0.84,168,0.168,0.672
36,2018-12-28 03:00:00+00:00,2018-12-28,03:00:00,10.32,131.492,79.565,12.729,64.952,977.833,2.434,18.071,6.248,15,0.8999999999999999,180,0.18,0.72
37,2018-12-28 04:00:00+00:00,2018-12-28,04:00:00,13.902,181.114,83.119,13.022,57.227,"1,262.25",3.308,19.605,6.382,14,0.84,168,0.168,0.672
38,2018-12-28 05:00:00+00:00,2018-12-28,05:00:00,15.294,201.097,84.673,13.148,53.155,"1,371.08",3.683,20.92,6.438,13,0.78,156,0.15600000000000003,0.6240000000000001
39,2018-12-28 06:00:00+00:00,2018-12-28,06:00:00,15.439,204.269,85.543,13.229,51.133,"1,390.50",3.694,21.541,6.465,17,1.02,204,0.20400000000000001,0.8160000000000001
40,2018-12-28 07:00:00+00:00,2018-12-28,07:00:00,13.306,175.738,84.93,13.208,47.252,"1,212.97",3.174,21.984,6.429,13,0.78,156,0.15600000000000003,0.6240000000000001
41,2018-12-28 08:00:00+00:00,2018-12-28,08:00:00,11.708,154.341,84.24,13.178,44.145,"1,083.08",2.8,21.855,6.392,16,0.96,192,0.192,0.768
42,2018-12-28 09:00:00+00:00,2018-12-28,09:00:00,6.43,82.78,79.719,12.816,45.354,696.25,1.493,20.303,6.218,14,0.84,168,0.168,0.672
43,2018-12-28 10:00:00+00:00,2018-12-28,10:00:00,1.15,14.276,69.896,12.39,51.683,169.25,0.152,18.52,5.639,13,0.78,156,0.15600000000000003,0.6240000000000001
44,2018-12-28 11:00:00+00:00,2018-12-28,11:00:00,0.06,0.736,62.445,12.234,64.279,79.833,0.053,15.889,5.104,13,0.78,156,0.15600000000000003,0.6240000000000001
45,2018-12-28 12:00:00+00:00,2018-12-28,12:00:00,0.06,0.736,58.275,12.118,72.386,81.864,0.069,13.969,4.81,14,0.84,168,0.168,0.672
46,2018-12-28 13:00:00+00:00,2018-12-28,13:00:00,0.06,0.736,53.883,12.004,76.13,87.833,0.071,13.257,4.489,13,0.78,156,0.15600000000000003,0.6240000000000001
47,2018-12-28 14:00:00+00:00,2018-12-28,14:00:00,0.06,0.736,50.913,11.892,72.144,89,0.069,13.939,4.283,18,1.08,216,0.21600000000000003,0.8640000000000001
48,2018-12-28 15:00:00+00:00,2018-12-28,15:00:00,0.06,0.736,48.903,11.778,72.169,90,0.069,13.653,4.152,15,0.8999999999999999,180,0.18,0.72
49,2018-12-28 16:00:00+00:00,2018-12-28,16:00:00,0.001,0.008,48.562,11.65,71.086,90,0.068,13.323,4.169,16,0.96,192,0.192,0.768
50,2018-12-28 17:00:00+00:00,2018-12-28,17:00:00,0.001,0.008,24.543,11.725,72.542,89.833,0.069,12.551,2.127,18,1.08,216,0.21600000000000003,0.8640000000000001
51,2018-12-28 18:00:00+00:00,2018-12-28,18:00:00,0.001,0.008,1.901,12.031,75.076,90.833,0.07,12.574,0.159,16,0.96,192,0.192,0.768
52,2018-12-28 19:00:00+00:00,2018-12-28,19:00:00,0.001,0.008,1.707,12.066,72.727,90,0.068,12.68,0.143,14,0.84,168,0.168,0.672
53,2018-12-28 20:00:00+00:00,2018-12-28,20:00:00,0.001,0.008,1.692,12.078,71.543,90.167,0.069,12.925,0.141,15,0.8999999999999999,180,0.18,0.72
54,2018-12-28 21:00:00+00:00,2018-12-28,21:00:00,0.001,0.008,2.02,12.078,75.487,90,0.071,12.16,0.168,17,1.02,204,0.20400000000000001,0.8160000000000001
55,2018-12-28 22:00:00+00:00,2018-12-28,22:00:00,0.001,0.008,5.299,12.078,81.705,90,0.07,10.923,0.438,14,0.84,168,0.168,0.672
56,2018-12-28 23:00:00+00:00,2018-12-28,23:00:00,0.001,0.008,7.282,12.077,83.954,90,0.07,10.542,0.603,16,0.96,192,0.192,0.768
57,2018-12-29 00:00:00+00:00,2018-12-29,00:00:00,0.063,0.77,7.046,12.088,90.387,96.75,0.057,9.236,0.581,13,0.78,156,0.15600000000000003,0.6240000000000001
58,2018-12-29 01:00:00+00:00,2018-12-29,01:00:00,1.187,14.782,11.601,12.383,90.924,240.417,0.136,10.669,0.935,17,1.02,204,0.20400000000000001,0.8160000000000001
59,2018-12-29 02:00:00+00:00,2018-12-29,02:00:00,6.046,74.314,70.039,12.269,77.579,563.667,1.428,13.951,5.715,18,1.08,216,0.21600000000000003,0.8640000000000001
60,2018-12-29 03:00:00+00:00,2018-12-29,03:00:00,10.928,140.108,80.162,12.813,66.987,"1,028",2.58,16.192,6.254,13,0.78,156,0.15600000000000003,0.6240000000000001
61,2018-12-29 04:00:00+00:00,2018-12-29,04:00:00,12.878,167.226,82.356,12.988,57.202,"1,177.92",3.012,18.63,6.341,15,0.8999999999999999,180,0.18,0.72
62,2018-12-29 05:00:00+00:00,2018-12-29,05:00:00,13.141,171.717,83.186,13.065,51.595,"1,197.08",3.071,20.275,6.367,16,0.96,192,0.192,0.768
63,2018-12-29 06:00:00+00:00,2018-12-29,06:00:00,13.036,171.177,83.753,13.132,48.515,"1,188.67",3.045,21.19,6.379,18,1.08,216,0.21600000000000003,0.8640000000000001
64,2018-12-29 07:00:00+00:00,2018-12-29,07:00:00,11.314,148.072,83.056,13.082,47.979,"1,047.83",2.624,21.66,6.347,17,1.02,204,0.20400000000000001,0.8160000000000001
65,2018-12-29 08:00:00+00:00,2018-12-29,08:00:00,8.24,106.283,80.433,12.887,50.147,791.5,1.885,21.609,6.24,18,1.08,216,0.21600000000000003,0.8640000000000001
66,2018-12-29 09:00:00+00:00,2018-12-29,09:00:00,4.403,55.104,75.973,12.487,53.809,478.083,0.945,20.748,6.084,18,1.08,216,0.21600000000000003,0.8640000000000001
67,2018-12-29 10:00:00+00:00,2018-12-29,10:00:00,1.078,13.237,73.019,12.246,60.824,168,0.108,18.833,5.961,18,1.08,216,0.21600000000000003,0.8640000000000001
68,2018-12-29 11:00:00+00:00,2018-12-29,11:00:00,0.05,0.608,66.34,12.084,70.199,76.833,0.105,15.968,5.488,13,0.78,156,0.15600000000000003,0.6240000000000001
69,2018-12-29 12:00:00+00:00,2018-12-29,12:00:00,0.05,0.608,63.696,11.933,77.542,76.833,0.113,14.479,5.338,17,1.02,204,0.20400000000000001,0.8160000000000001
70,2018-12-29 13:00:00+00:00,2018-12-29,13:00:00,0.05,0.608,62.953,11.782,80.981,89.333,0.116,14.116,5.345,13,0.78,156,0.15600000000000003,0.6240000000000001
71,2018-12-29 14:00:00+00:00,2018-12-29,14:00:00,0.05,0.608,68.412,11.619,85.123,90,0.113,13.599,5.888,18,1.08,216,0.21600000000000003,0.8640000000000001
72,2018-12-29 15:00:00+00:00,2018-12-29,15:00:00,0.05,0.608,15.264,11.899,88.59,90,0.118,13.056,1.309,14,0.84,168,0.168,0.672
73,2018-12-29 16:00:00+00:00,2018-12-29,16:00:00,0.001,0.008,5.04,12.048,89.912,90.185,0.109,12.833,0.419,13,0.78,156,0.15600000000000003,0.6240000000000001
74,2018-12-29 17:00:00+00:00,2018-12-29,17:00:00,0.001,0.008,3.353,12.06,90.8,90,0.09,11.97,0.277,16,0.96,192,0.192,0.768
75,2018-12-29 18:00:00+00:00,2018-12-29,18:00:00,0.001,0.008,1.901,12.031,75.076,90.833,0.07,12.574,0.159,14,0.84,168,0.168,0.672
76,2018-12-29 19:00:00+00:00,2018-12-29,19:00:00,0.001,0.008,1.707,12.066,72.727,90,0.068,12.68,0.143,13,0.78,156,0.15600000000000003,0.6240000000000001
77,2018-12-29 20:00:00+00:00,2018-12-29,20:00:00,0.001,0.008,1.692,12.078,71.543,90.167,0.069,12.925,0.141,18,1.08,216,0.21600000000000003,0.8640000000000001
78,2018-12-29 21:00:00+00:00,2018-12-29,21:00:00,0.001,0.008,2.02,12.078,75.487,90,0.071,12.16,0.168,15,0.8999999999999999,180,0.18,0.72
79,2018-12-29 22:00:00+00:00,2018-12-29,22:00:00,0.001,0.008,5.299,12.078,81.705,90,0.07,10.923,0.438,15,0.8999999999999999,180,0.18,0.72
80,2018-12-29 23:00:00+00:00,2018-12-29,23:00:00,0.001,0.008,7.282,12.077,83.954,90,0.07,10.542,0.603,13,0.78,156,0.15600000000000003,0.6240000000000001
81,2018-12-30 00:00:00+00:00,2018-12-30,00:00:00,0.063,0.77,7.046,12.088,90.387,96.75,0.057,9.236,0.581,14,0.84,168,0.168,0.672
82,2018-12-30 01:00:00+00:00,2018-12-30,01:00:00,1.187,14.782,11.601,12.383,90.924,240.417,0.136,10.669,0.935,17,1.02,204,0.20400000000000001,0.8160000000000001
83,2018-12-30 02:00:00+00:00,2018-12-30,02:00:00,6.046,74.314,70.039,12.269,77.579,563.667,1.428,13.951,5.715,17,1.02,204,0.20400000000000001,0.8160000000000001
84,2018-12-30 03:00:00+00:00,2018-12-30,03:00:00,10.928,140.108,80.162,12.813,66.987,"1,028",2.58,16.192,6.254,18,1.08,216,0.21600000000000003,0.8640000000000001
85,2018-12-30 04:00:00+00:00,2018-12-30,04:00:00,12.878,167.226,82.356,12.988,57.202,"1,177.92",3.012,18.63,6.341,13,0.78,156,0.15600000000000003,0.6240000000000001
86,2018-12-30 05:00:00+00:00,2018-12-30,05:00:00,13.141,171.717,83.186,13.065,51.595,"1,197.08",3.071,20.275,6.367,13,0.78,156,0.15600000000000003,0.6240000000000001
87,2018-12-30 06:00:00+00:00,2018-12-30,06:00:00,13.036,171.177,83.753,13.132,48.515,"1,188.67",3.045,21.19,6.379,16,0.96,192,0.192,0.768
88,2018-12-30 07:00:00+00:00,2018-12-30,07:00:00,11.314,148.072,83.056,13.082,47.979,"1,047.83",2.624,21.66,6.347,13,0.78,156,0.15600000000000003,0.6240000000000001
89,2018-12-30 08:00:00+00:00,2018-12-30,08:00:00,8.24,106.283,80.433,12.887,50.147,791.5,1.885,21.609,6.24,16,0.96,192,0.192,0.768
90,2018-12-30 09:00:00+00:00,2018-12-30,09:00:00,4.403,55.104,75.973,12.487,53.809,478.083,0.945,20.748,6.084,14,0.84,168,0.168,0.672
91,2018-12-30 10:00:00+00:00,2018-12-30,10:00:00,1.078,13.237,73.019,12.246,60.824,168,0.108,18.833,5.961,18,1.08,216,0.21600000000000003,0.8640000000000001
92,2018-12-30 11:00:00+00:00,2018-12-30,11:00:00,0.05,0.608,60.734,12.239,81.378,70,0.181,15.987,4.96,17,1.02,204,0.20400000000000001,0.8160000000000001
93,2018-12-30 12:00:00+00:00,2018-12-30,12:00:00,0.05,0.608,63.798,12.181,86.269,70.167,0.181,15.195,5.238,16,0.96,192,0.192,0.768
94,2018-12-30 13:00:00+00:00,2018-12-30,13:00:00,0.05,0.608,60.914,12.064,91.892,82.5,0.191,14.513,5.052,17,1.02,204,0.20400000000000001,0.8160000000000001
95,2018-12-30 14:00:00+00:00,2018-12-30,14:00:00,0.05,0.608,60.999,11.944,97.418,89,0.201,13.998,5.108,15,0.8999999999999999,180,0.18,0.72
96,2018-12-30 15:00:00+00:00,2018-12-30,15:00:00,0.05,0.608,61.631,11.814,97.7,90,0.204,13.42,5.216,18,1.08,216,0.21600000000000003,0.8640000000000001
97,2018-12-30 16:00:00+00:00,2018-12-30,16:00:00,0.001,0.008,64.63,11.682,97.7,90,0.214,13.244,5.533,18,1.08,216,0.21600000000000003,0.8640000000000001
98,2018-12-30 17:00:00+00:00,2018-12-30,17:00:00,0.001,0.008,45.226,11.674,97.7,88.814,0.216,13.948,3.908,14,0.84,168,0.168,0.672
99,2018-12-30 18:00:00+00:00,2018-12-30,18:00:00,0.001,0.008,12.274,12.013,97.7,89.833,0.217,13.434,1.02,13,0.78,156,0.15600000000000003,0.6240000000000001
100,2018-12-30 19:00:00+00:00,2018-12-30,19:00:00,0.001,0.008,13.208,12.055,97.7,90,0.221,12.503,1.095,18,1.08,216,0.21600000000000003,0.8640000000000001
101,2018-12-30 20:00:00+00:00,2018-12-30,20:00:00,0.001,0.008,19.09,12.061,97.7,90,0.232,11.898,1.582,15,0.8999999999999999,180,0.18,0.72
102,2018-12-30 21:00:00+00:00,2018-12-30,21:00:00,0.001,0.008,12.589,12.061,97.7,90,0.285,11.598,1.043,17,1.02,204,0.20400000000000001,0.8160000000000001
103,2018-12-30 22:00:00+00:00,2018-12-30,22:00:00,0.001,0.008,10.155,12.061,97.7,90,0.294,11.394,0.841,15,0.8999999999999999,180,0.18,0.72
104,2018-12-30 23:00:00+00:00,2018-12-30,23:00:00,0.001,0.008,9.663,12.06,97.7,90,0.297,11.438,0.801,18,1.08,216,0.21600000000000003,0.8640000000000001
105,2018-12-31 00:00:00+00:00,2018-12-31,00:00:00,0.063,0.769,8.277,12.071,97.7,93.5,0.273,11.021,0.685,17,1.02,204,0.20400000000000001,0.8160000000000001
106,2018-12-31 01:00:00+00:00,2018-12-31,01:00:00,1.106,13.672,6.081,12.316,97.7,237.966,0.053,12.41,0.495,15,0.8999999999999999,180,0.18,0.72
107,2018-12-31 02:00:00+00:00,2018-12-31,02:00:00,6.267,76.736,61.458,12.192,97.32,578.417,1.253,15.597,5.053,17,1.02,204,0.20400000000000001,0.8160000000000001
108,2018-12-31 03:00:00+00:00,2018-12-31,03:00:00,11.442,146.989,37.193,12.833,87.252,"1,069.33",2.513,18.324,2.902,17,1.02,204,0.20400000000000001,0.8160000000000001
109,2018-12-31 04:00:00+00:00,2018-12-31,04:00:00,14.8,194.404,30.978,13.134,73.427,"1,332.75",3.327,20.488,2.358,13,0.78,156,0.15600000000000003,0.6240000000000001
110,2018-12-31 05:00:00+00:00,2018-12-31,05:00:00,17.016,227.629,23.286,13.375,62.502,"1,514.75",3.79,22.286,1.744,13,0.78,156,0.15600000000000003,0.6240000000000001
111,2018-12-31 06:00:00+00:00,2018-12-31,06:00:00,16.347,220.6,41.654,13.491,57.323,"1,464.45",3.59,23.409,3.088,17,1.02,204,0.20400000000000001,0.8160000000000001
112,2018-12-31 07:00:00+00:00,2018-12-31,07:00:00,12.874,172.289,63.619,13.374,54.1,"1,175.70",2.734,24.121,4.756,17,1.02,204,0.20400000000000001,0.8160000000000001
113,2018-12-31 08:00:00+00:00,2018-12-31,08:00:00,9.272,121.956,64.756,13.146,54.056,875.517,1.859,24.498,4.927,18,1.08,216,0.21600000000000003,0.8640000000000001
114,2018-12-31 09:00:00+00:00,2018-12-31,09:00:00,4.841,61.593,67.104,12.69,57.921,518.333,0.76,23.941,5.288,13,0.78,156,0.15600000000000003,0.6240000000000001
115,2018-12-31 10:00:00+00:00,2018-12-31,10:00:00,1.242,15.426,66.4,12.403,64.965,177.167,0.131,21.46,5.355,15,0.8999999999999999,180,0.18,0.72
116,2018-12-31 11:00:00+00:00,2018-12-31,11:00:00,0.078,0.957,67.271,12.25,76.566,76.333,0.408,18.597,5.491,18,1.08,216,0.21600000000000003,0.8640000000000001
117,2018-12-31 12:00:00+00:00,2018-12-31,12:00:00,0.078,0.957,66.793,12.123,86.704,70,0.501,17.133,5.508,14,0.84,168,0.168,0.672
118,2018-12-31 13:00:00+00:00,2018-12-31,13:00:00,0.078,0.957,65.547,11.987,92.272,70,0.53,16.253,5.469,17,1.02,204,0.20400000000000001,0.8160000000000001
119,2018-12-31 14:00:00+00:00,2018-12-31,14:00:00,0.078,0.957,63.992,11.846,95.132,70.667,0.507,15.58,5.402,17,1.02,204,0.20400000000000001,0.8160000000000001
120,2018-12-31 15:00:00+00:00,2018-12-31,15:00:00,0.078,0.957,62.329,11.703,97.541,77.931,0.546,15.169,5.325,13,0.78,156,0.15600000000000003,0.6240000000000001
121,2018-12-31 16:00:00+00:00,2018-12-31,16:00:00,0.001,0.008,43.554,11.66,97.7,81.333,0.565,14.792,3.766,18,1.08,216,0.21600000000000003,0.8640000000000001
122,2018-12-31 17:00:00+00:00,2018-12-31,17:00:00,0.001,0.008,1.185,12.01,97.7,88.5,0.543,14.356,0.097,15,0.8999999999999999,180,0.18,0.72
123,2018-12-31 18:00:00+00:00,2018-12-31,18:00:00,0.001,0.008,1.517,12.053,97.7,89.667,0.494,13.962,0.126,17,1.02,204,0.20400000000000001,0.8160000000000001
124,2018-12-31 19:00:00+00:00,2018-12-31,19:00:00,0.001,0.008,1.242,12.062,97.7,90,0.492,13.744,0.101,15,0.8999999999999999,180,0.18,0.72
125,2018-12-31 20:00:00+00:00,2018-12-31,20:00:00,0.001,0.008,1.04,12.063,97.7,90,0.513,13.411,0.084,17,1.02,204,0.20400000000000001,0.8160000000000001
126,2018-12-31 21:00:00+00:00,2018-12-31,21:00:00,0.001,0.008,1.692,12.062,97.7,90,0.509,12.932,0.141,18,1.08,216,0.21600000000000003,0.8640000000000001
127,2018-12-31 22:00:00+00:00,2018-12-31,22:00:00,0.001,0.008,2.787,12.061,97.7,90,0.498,12.694,0.231,18,1.08,216,0.21600000000000003,0.8640000000000001
128,2018-12-31 23:00:00+00:00,2018-12-31,23:00:00,0.001,0.008,7.006,12.06,97.7,90,0.532,12.498,0.58,13,0.78,156,0.15600000000000003,0.6240000000000001
129,2019-01-01 00:00:00+00:00,2019-01-01,00:00:00,0.052,0.634,8.99,12.068,97.7,92.833,0.562,12.315,0.744,17,1.02,204,0.20400000000000001,0.8160000000000001
130,2019-01-01 01:00:00+00:00,2019-01-01,01:00:00,1.102,13.655,7.428,12.327,97.7,214.25,0.334,13.756,0.604,16,0.96,192,0.192,0.768
131,2019-01-01 02:00:00+00:00,2019-01-01,02:00:00,5.475,67.512,37.094,12.348,94.585,530.417,0.734,17.17,3.024,17,1.02,204,0.20400000000000001,0.8160000000000001
132,2019-01-01 03:00:00+00:00,2019-01-01,03:00:00,10.302,131.624,31.751,12.763,78.121,971,1.883,19.714,2.491,13,0.78,156,0.15600000000000003,0.6240000000000001
133,2019-01-01 04:00:00+00:00,2019-01-01,04:00:00,13.561,177.333,22.161,13.073,66.415,"1,232.75",2.722,21.797,1.696,13,0.78,156,0.15600000000000003,0.6240000000000001
134,2019-01-01 05:00:00+00:00,2019-01-01,05:00:00,15.62,207.856,18.712,13.307,56.897,"1,401.25",3.245,23.317,1.407,18,1.08,216,0.21600000000000003,0.8640000000000001
135,2019-01-01 06:00:00+00:00,2019-01-01,06:00:00,15.705,211.371,19.92,13.458,50.123,"1,408.50",3.34,24.299,1.48,13,0.78,156,0.15600000000000003,0.6240000000000001
136,2019-01-01 07:00:00+00:00,2019-01-01,07:00:00,13.521,181.753,25.409,13.438,48.457,"1,231.10",2.815,24.917,1.892,17,1.02,204,0.20400000000000001,0.8160000000000001
137,2019-01-01 08:00:00+00:00,2019-01-01,08:00:00,9.25,121.926,36.498,13.17,50.032,874.417,1.794,24.58,2.773,13,0.78,156,0.15600000000000003,0.6240000000000001
138,2019-01-01 09:00:00+00:00,2019-01-01,09:00:00,5.357,68.656,45.843,12.768,51.85,559.145,0.851,23.931,3.594,18,1.08,216,0.21600000000000003,0.8640000000000001
139,2019-01-01 10:00:00+00:00,2019-01-01,10:00:00,1.081,13.439,57.067,12.401,59.896,163.833,0.206,21.875,4.603,17,1.02,204,0.20400000000000001,0.8160000000000001
140,2019-01-01 11:00:00+00:00,2019-01-01,11:00:00,0.056,0.69,58.209,12.24,76.328,74.667,0.456,18.571,4.756,16,0.96,192,0.192,0.768
141,2019-01-01 12:00:00+00:00,2019-01-01,12:00:00,0.056,0.69,56.442,12.11,83.797,70,0.475,17.154,4.665,14,0.84,168,0.168,0.672
142,2019-01-01 13:00:00+00:00,2019-01-01,13:00:00,0.056,0.69,55.783,11.963,89.055,70.333,0.488,16.864,4.667,15,0.8999999999999999,180,0.18,0.72
143,2019-01-01 14:00:00+00:00,2019-01-01,14:00:00,0.056,0.69,55.207,11.812,93.993,73.333,0.489,16.002,4.678,18,1.08,216,0.21600000000000003,0.8640000000000001
144,2019-01-01 15:00:00+00:00,2019-01-01,15:00:00,0.056,0.69,54.55,11.661,97.21,81.695,0.505,15.451,4.682,17,1.02,204,0.20400000000000001,0.8160000000000001
145,2019-01-01 16:00:00+00:00,2019-01-01,16:00:00,0.001,0.008,27.23,11.756,97.7,89.167,0.508,15.015,2.355,15,0.8999999999999999,180,0.18,0.72
146,2019-01-01 17:00:00+00:00,2019-01-01,17:00:00,0.001,0.008,4.351,12.032,97.7,88.983,0.475,14.934,0.362,17,1.02,204,0.20400000000000001,0.8160000000000001
147,2019-01-01 18:00:00+00:00,2019-01-01,18:00:00,0.001,0.008,4.252,12.062,97.7,87.333,0.481,14.478,0.353,16,0.96,192,0.192,0.768
148,2019-01-01 19:00:00+00:00,2019-01-01,19:00:00,0.001,0.008,5.79,12.074,97.7,90,0.486,13.92,0.478,16,0.96,192,0.192,0.768
149,2019-01-01 20:00:00+00:00,2019-01-01,20:00:00,0.001,0.008,6.461,12.075,97.7,90,0.473,13.525,0.534,13,0.78,156,0.15600000000000003,0.6240000000000001
150,2019-01-01 21:00:00+00:00,2019-01-01,21:00:00,0.001,0.008,6.804,12.074,97.7,90,0.511,13.231,0.563,18,1.08,216,0.21600000000000003,0.8640000000000001
151,2019-01-01 22:00:00+00:00,2019-01-01,22:00:00,0.001,0.008,6.277,12.067,97.7,90,0.59,12.962,0.521,13,0.78,156,0.15600000000000003,0.6240000000000001
